CODIGO	NOME_FUNDO	TIPO_PRODUTO	CEDENTE	SACADO	LIMITE_CEDENTE	ESTADO_CEDENTE	ESTADO_SACADO	VENCIMENTO	DATA_EMISSAO	DATA_PAGAMENTO	VALOR_REAL	VALOR_DESAGIO	TAXA_MENSAL	RISCO_1	RISCO_2	RISCO_3	RISCO_4	RISCO_5	RISCO_6	RISCO_7	RISCO_8	RISCO_9	RISCO_10	RISCO_11	RISCO_12	RISCO_13	RISCO_14	RISCO_15	RISCO_16	RISCO_17	RISCO_18	RISCO_19	RISCO_20	RISCO_21	STATUS_LIQ_TITULO
917	Fundo 2	Produto 1	Cedente 1	Sacado 550	8035714	CE	RN	2018-06-04	2018-05-07	2018-06-04	830.35	19.08308238	0.024643612	0.191854	0.5	0.883364	0.007712	0		0	0.996285014	0.019929	0.009382	0.333333	0.154191	0.264291	0	0.266667	0.8	0.028452	0.031493	0.358025	0.788485	0.734719	EM_DIA
918	Fundo 2	Produto 1	Cedente 1	Sacado 1346	8035714	CE	RN	2018-06-05	2018-05-07	2018-06-05	462.58	25.06355101	0.056101909	0.191854	0.5	0.883364	0.007712	0		0	0.855580461	0.019929	0.009382	0.333333	0.154191	0.264291	0	0.266667	0.8	0.028452	0.031493	0.358025	0.788485	0.676299	EM_DIA
919	Fundo 1	Produto 1	Cedente 9	Sacado 1099	6964286	SP	MG	2018-05-28	2018-05-03	2018-05-28	39111.12	1911.378629	0.058927502	0.131796	0.5	0		0.000121	0.147275	0	0.472038386	0		0		0.476126	0	0.466667	0.8	0.034321	0.032048	0.432099	0.89692	0.999355	EM_DIA
920	Fundo 1	Produto 1	Cedente 9	Sacado 2621	6964286	SP	PR	2018-05-20	2018-05-03	2018-05-20	860	68.22455338	0.144216271	0.131796	0.5	0		0.000121	0.147275	0	0.635899486	0		0		0.476126	0	0.466667	0.8	0.034321	0.032048	0.432099	0.89692	0.998034	EM_DIA
921	Fundo 1	Produto 1	Cedente 9	Sacado 2622	6964286	SP	SC	2018-08-12	2018-05-15	2018-08-12	2990.32	243.0384694	0.026689606	0.28752	0.5	0.957354	0.155527	0		0	0.133109959	0		0		0.506389	0	0.066667	0.2	0.017139	0.016455	0.432099	0.909009	0.799691	EM_DIA
922	Fundo 1	Produto 1	Cedente 9	Sacado 2623	6964286	SP	SP	2018-05-21	2018-04-30	2018-05-21	1135	76.22933696	0.097309942	0.131796	0.5	0		0.000121	0.147275	0	0.317833079	0		0		0.476126	0	0.466667	0.8	0.034321	0.032048	0.432099	0.89692	0.961785	EM_DIA
923	Fundo 1	Produto 1	Cedente 9	Sacado 670	6964286	SP	SP	2018-05-08	2018-03-25	2018-05-08	7194.4	424.8454687	0.039894129	0.283903	0.5	0		0		0	0.354443922	0		0		0.466711	0	0.2	0.6	0.026362	0.02623	0.432099	0.877138	0.25578	EM_DIA
924	Fundo 2	Produto 1	Cedente 1	Sacado 2624	8035714	CE	CE	2018-03-19	2018-01-21	2018-03-21	2856	216.6981938	0.039241989	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.095202564	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.857599	ATRASO
925	Fundo 2	Produto 1	Cedente 1	Sacado 2625	8035714	CE	SE	2018-03-19	2018-01-21	2018-03-19	3469.19	136.5667835	0.02052922	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.387985201	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.831096	EM_DIA
926	Fundo 2	Produto 1	Cedente 1	Sacado 2626	8035714	CE	BA	2018-03-16	2018-02-11	2018-03-14	1064.23	88.83866479	0.075608556	0.182898	0.5	0.124609	0.001285	0		0	0.01256456	0.020187	0.126932	0.666667	0.096609	0.415602	0	0.466667	0.8	0.012217	0.017485	0.419753	0.609827	0.061075	EM_DIA
927	Fundo 2	Produto 1	Cedente 1	Sacado 2627	8035714	CE	RS	2018-03-16	2018-02-12	2018-03-15	33484.11	551.6208465	0.015436571	0.182898	0.5	0.124609	0.001285	0		0	0.805353407	0.020187	0.126932	0.666667	0.096609	0.415602	0	0.466667	0.8	0.012217	0.017485	0.419753	0.609827	0.673001	EM_DIA
928	Fundo 2	Produto 1	Cedente 1	Sacado 2628	8035714	CE	MA	2018-01-22	2017-12-27	2018-01-22	12487.97	950.7613281	0.088350927	0.177122	0.5	0.046244	0.007712	0		0	0.182393784	0.019921	0.094371	0.333333	0.060141	0.579018	0	0.333333	1	0.051434	0.054605	0.419753	0.822073	0.944994	EM_DIA
929	Fundo 2	Produto 1	Cedente 1	Sacado 2629	8035714	CE	MA	2018-01-21	2017-12-12	2018-01-21	2865.33	132.2767838	0.034427391	0.17651	0.5	0.042153	0	0		0	0.822658306	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.511361	EM_DIA
930	Fundo 1	Produto 1	Cedente 9	Sacado 2630	6964286	SP	ES	2018-08-07	2018-06-08	2018-08-09	3913.21	398.5315837	0.049686918	0.288897	0.5	0.957354	0.18509	0		0	0.610341552	0.000005	0.000552	0		0.537996	0	0.2	0.6	0.003601	0.003254	0.407407	0.965831	0.993753	ATRASO
931	Fundo 2	Produto 1	Cedente 1	Sacado 1903	8035714	CE	BA	2018-04-18	2018-03-24	2018-04-18	14114.39	700.8274322	0.059876101	0.186404	0.5	0.164517	0.014139	0.013378	0.706922	0	0.66653196	0.020187	0.148455	0.666667	0.121561	0.375925	0	0.533333	1	0.016986	0.024074	0.407407	0.615808	0.113911	EM_DIA
932	Fundo 2	Produto 1	Cedente 1	Sacado 1967	8035714	CE	CE	2018-07-10	2018-04-13	2018-07-10	1119.08	71.87862813	0.021448939	0.186404	0.5	0.090429	0.008997	0.000024	0.706922	0	0.568162617	0.019921	0.145143	0.333333	0.119002	0.301278	0	0.2	0.6	0.240441	0.241683	0.358025	0.868272	0.603561	EM_DIA
933	Fundo 2	Produto 1	Cedente 1	Sacado 2631	8035714	CE	BA	2018-07-07	2018-04-11	2018-07-09	425.92	23.39363282	0.018608827	0.186404	0.5	0.090429	0.008997	0.000024	0.706922	0	0.004524502	0.019921	0.145143	0.333333	0.119002	0.301278	0	0.2	0.6	0.240441	0.241683	0.358025	0.868272	0.936959	ATRASO
934	Fundo 2	Produto 1	Cedente 1	Sacado 527	8035714	CE	MG	2018-04-05	2018-01-21	2018-04-03	4341.05	467.6045711	0.042345445	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.781791162	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.9344	EM_DIA
935	Fundo 2	Produto 1	Cedente 1	Sacado 233	8035714	CE	AL	2018-04-04	2018-03-11	2018-04-04	9175.06	140.1335389	0.019127949	0.185805	0.5	0.086498	0.001285	0		0	0.444873436	0.019921	0.141832	0.333333	0.115163	0.301278	0	0.2	0.6	0.040389	0.040948	0.37037	0.860827	0.419886	EM_DIA
936	Fundo 2	Produto 1	Cedente 1	Sacado 496	8035714	CE	MA	2018-02-14	2017-12-09	2018-02-15	4463.83	280.0628381	0.027621271	0.17651	0.5	0.042153	0	0		0	0.799858991	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.275967	ATRASO
937	Fundo 1	Produto 1	Cedente 9	Sacado 2632	6964286	SP	MG	2018-08-01	2018-06-21	2018-08-01	642.33	24.87992179	0.028196946	0.135177	0.5	1	0.201799	0.000121	0.192194	0	0.627771892	0		0		0.537996	0	0.4	0.8	0.024869	0.023308	0.419753	0.915911	0.016153	EM_DIA
938	Fundo 1	Produto 1	Cedente 9	Sacado 670	6964286	SP	SP	2018-08-02	2018-06-18	2018-08-03	1736.7	62.80327692	0.023965266	0.289017	0.5	0.957354	0.187661	0		0	0.588121663	0		0		0.537996	0	0.133333	0.4	0.045113	0.042988	0.419753	0.915911	0.890456	ATRASO
939	Fundo 2	Produto 1	Cedente 1	Sacado 577	8035714	CE	MG	2018-06-12	2018-03-16	2018-06-12	2835.76	238.3532202	0.027895572	0.186404	0.5	0.090429	0.008997	0.000024	0.706922	0	0.003115622	0.019921	0.145143	0.333333	0.119002	0.301278	0	0.2	0.6	0.240441	0.241683	0.358025	0.868272	0.741168	EM_DIA
940	Fundo 1	Produto 1	Cedente 9	Sacado 2633	6964286	SP	MG	2018-07-10	2018-05-15	2018-07-10	755.14	38.51483009	0.027007635	0.28752	0.5	0.957354	0.155527	0		0	0.967983073	0		0		0.506389	0	0.066667	0.2	0.017139	0.016455	0.432099	0.909009	0.304167	EM_DIA
941	Fundo 4	Produto 1	Cedente 1	Sacado 279	8035714	CE	RN	2018-05-27	2018-05-18	2018-05-22	13043.5	414.8411249	0.110004225	0.192542	0.5	0.958204	0.011568	0.01339	0.246686	0	0.730909809	0.020198	0.014349	0.666667	0.159949	0.392065	0	0.133333	0.2	0.010041	0.012547	0.395062	0.698438	0.075632	EM_DIA
942	Fundo 2	Produto 1	Cedente 1	Sacado 2634	8035714	CE	BA	2018-05-27	2018-04-30	2018-05-27	5360.96	141.512146	0.029372448	0.190671	0.5	0.87956	0.028278	0		0	0.222078355	0.019929	0.002759	0.333333	0.146513	0.240753	0	0.2	0.6	0.116271	0.120901	0.358025	0.839337	0.480649	EM_DIA
943	Fundo 1	Produto 1	Cedente 9	Sacado 685	6964286	SP	PE	2018-06-03	2018-04-20	2018-06-03	131.25	3.846959889	0.019892201	0.130068	0.666667	0		0		0	0.330543531	0		0		0.421654	0	0.133333	0.4	0.034815	0.03248	0.358025	0.935511	0.90177	EM_DIA
944	Fundo 1	Produto 1	Cedente 9	Sacado 1242	6964286	SP	SP	2018-06-04	2018-04-17	2018-06-04	1162.5	77.55545177	0.041190244	0.130068	0.666667	0		0		0	0.229641068	0		0		0.421654	0	0.133333	0.4	0.034815	0.03248	0.358025	0.935511	0.712014	EM_DIA
945	Fundo 2	Produto 1	Cedente 1	Sacado 2635	8035714	CE	MG	2018-05-28	2018-04-29	2018-05-25	886.97	28.93417546	0.033765028	0.190671	0.5	0.87956	0.028278	0		0	0.998025161	0.019929	0.002759	0.333333	0.146513	0.240753	0	0.2	0.6	0.116271	0.120901	0.358025	0.839337	0.704554	EM_DIA
946	Fundo 2	Produto 1	Cedente 1	Sacado 2636	8035714	CE	RN	2018-06-03	2018-03-13	2018-06-03	2335.95	101.8269943	0.015732681	0.186305	0.5	0.090429	0.007712	0		0	0.005774178	0.019921	0.144592	0.333333	0.118362	0.301278	0	0.266667	0.8	0.0405	0.041046	0.37037	0.861157	0.583152	EM_DIA
947	Fundo 2	Produto 1	Cedente 1	Sacado 2637	8035714	CE	PE	2018-06-04	2018-03-11	2018-06-04	10111.11	568.5082741	0.019494263	0.185805	0.5	0.086498	0.001285	0		0	0.893671949	0.019921	0.141832	0.333333	0.115163	0.301278	0	0.2	0.6	0.040389	0.040948	0.37037	0.860827	0.74322	EM_DIA
948	Fundo 1	Produto 1	Cedente 9	Sacado 2638	6964286	SP	ES	2018-08-31	2018-07-16	2018-08-31	3847.47	98.58303751	0.016636916	0.290863	0.5	0.957354	0.227506	0		0	0.755591185	0		0		0.577673	0	0.066667	0.2	0.018931	0.017038	0.407407	0.969698	0.027963	EM_DIA
949	Fundo 2	Produto 1	Cedente 1	Sacado 2639	8035714	CE	CE	2018-05-18	2018-03-23	2018-05-18	703.33	18.59104446	0.014074688	0.186404	0.5	0.164517	0.014139	0.013378	0.706922	0	0.871543278	0.020187	0.148455	0.666667	0.121561	0.375925	0	0.533333	1	0.016986	0.024074	0.407407	0.615808	0.787965	EM_DIA
950	Fundo 1	Produto 1	Cedente 9	Sacado 2640	6964286	SP	SP	2018-08-14	2018-07-10	2018-08-14	2534	177.2278954	0.059656757	0.135177	0.666667	0.042646	0.201799	0.000121	0.192194	0	0.209501327	0		0		0.519166	0	0.266667	0.8	0.024869	0.023308	0.37037	0.93122	0.879404	EM_DIA
951	Fundo 2	Produto 1	Cedente 1	Sacado 81	8035714	CE	CE	2018-04-11	2018-01-18	2018-04-09	2968.95	227.1226002	0.027001873	0.180274	0.5	0.137689	0.299486	0.013378	0.662003	0	0.98907655	0.020187	0.114238	1	0.083173	0.537323	0	0.666667	0.8	0.000265	0.000243	0.407407	0.591783	0.877868	EM_DIA
952	Fundo 2	Produto 1	Cedente 1	Sacado 381	8035714	CE	RN	2018-05-08	2018-03-16	2018-05-08	6539.43	476.7997135	0.04063954	0.186404	0.5	0.090429	0.008997	0.000024	0.706922	0	0.579695877	0.019921	0.145143	0.333333	0.119002	0.301278	0	0.2	0.6	0.240441	0.241683	0.358025	0.868272	0.136255	EM_DIA
953	Fundo 2	Produto 1	Cedente 1	Sacado 2641	8035714	CE	MA	2018-03-21	2018-01-22	2018-03-24	1040.4	94.01247566	0.045762574	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.326555734	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.972821	ATRASO
954	Fundo 2	Produto 1	Cedente 1	Sacado 2642	8035714	CE	PA	2018-01-30	2017-12-10	2018-01-30	7795.55	575.9282286	0.042819283	0.17651	0.5	0.042153	0	0		0	0.356701971	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.882689	EM_DIA
955	Fundo 1	Produto 1	Cedente 9	Sacado 1326	6964286	SP	RS	2018-07-30	2018-06-18	2018-07-30	1500.83	85.12941937	0.040194832	0.289017	0.5	0.957354	0.187661	0		0	0.867854354	0		0		0.537996	0	0.133333	0.4	0.045113	0.042988	0.419753	0.915911	0.015878	EM_DIA
956	Fundo 1	Produto 1	Cedente 9	Sacado 2643	6964286	SP	SP	2018-04-17	2018-02-16	2018-04-17	565.85	25.78464611	0.022530189	0.281594	0.5	0.000383	0.140103	0		0	0.491427379	0		0		0.414929	0	0.2	0.6	0.012577	0.012882	0.419753	0.852139	0.687444	EM_DIA
957	Fundo 2	Produto 1	Cedente 1	Sacado 2644	8035714	CE	SC	2018-01-31	2017-12-11	2018-01-31	5315.88	429.9365779	0.046811734	0.17651	0.5	0.042153	0	0		0	0.231277957	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.029802	EM_DIA
958	Fundo 2	Produto 1	Cedente 1	Sacado 2645	8035714	CE	RJ	2018-01-30	2017-12-13	2018-01-30	9055.36	720.9883516	0.049045541	0.17651	0.5	0.042153	0	0		0	0.772022802	0.019921	0.09106	0.333333	0.056302	0.579018	0	0.266667	0.8	0.051429	0.054601	0.419753	0.822059	0.999885	EM_DIA
959	Fundo 2	Produto 1	Cedente 1	Sacado 378	8035714	CE	PE	2018-02-19	2018-01-19	2018-02-19	14057.96	1251.667045	0.086043935	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.967185605	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.647478	EM_DIA
960	Fundo 2	Produto 1	Cedente 1	Sacado 531	8035714	CE	PR	2018-04-18	2018-03-15	2018-04-18	2651.27	84.04046625	0.027917448	0.186404	0.5	0.090429	0.008997	0.000024	0.706922	0	0.789524396	0.019921	0.145143	0.333333	0.119002	0.301278	0	0.2	0.6	0.240441	0.241683	0.358025	0.868272	0.742055	EM_DIA
961	Fundo 2	Produto 1	Cedente 1	Sacado 82	8035714	CE	RN	2018-04-05	2018-03-12	2018-04-05	2988.36	219.1155746	0.09247889	0.186305	0.5	0.090429	0.007712	0		0	0.274166736	0.019921	0.144592	0.333333	0.118362	0.301278	0	0.266667	0.8	0.0405	0.041046	0.37037	0.861157	0.491761	EM_DIA
962	Fundo 2	Produto 1	Cedente 1	Sacado 203	8035714	CE	RN	2018-04-03	2018-03-13	2018-04-03	940.98	54.10210486	0.083137532	0.186305	0.5	0.090429	0.007712	0		0	0.252724206	0.019921	0.144592	0.333333	0.118362	0.301278	0	0.266667	0.8	0.0405	0.041046	0.37037	0.861157	0.980297	EM_DIA
963	Fundo 1	Produto 1	Cedente 9	Sacado 2646	6964286	SP	SP	2018-06-30	2018-05-05	2018-06-30	2369.1	153.6723353	0.034241935	0.131796	0.5	0.000007	0.059126	0.000121	0.147275	0	0.860146404	0		0		0.506389	0	0.4	0.8	0.003615	0.003479	0.432099	0.906762	0.4635	EM_DIA
964	Fundo 2	Produto 1	Cedente 1	Sacado 2647	8035714	CE	SP	2018-04-02	2018-01-21	2018-04-02	1240.34	87.91729432	0.029358877	0.180274	0.5	0.050519	0.010283	0.000024	0.662003	0	0.194986419	0.019921	0.111479	0.333333	0.079974	0.466711	0	0.133333	0.4	0.132876	0.142579	0.382716	0.813361	0.971805	EM_DIA
965	Fundo 1	Produto 1	Cedente 9	Sacado 2648	6964286	SP	SP	2018-09-17	2018-07-23	2018-09-17	1580.09	71.45190124	0.023976236	0.136885	0.5	1	0.241645	0.000121	0.215022	0	0.514390985	0		0		0.577673	0	0.133333	0.2	0.003936	0.003804	0.395062	0.903203	0.759579	EM_DIA
966	Fundo 1	Produto 1	Cedente 9	Sacado 1916	6964286	SP	SP	2018-09-17	2018-07-23	2018-09-17	2616.4	245.587635	0.049236437	0.136885	0.5	1	0.241645	0.000121	0.215022	0	0.152012484	0		0		0.577673	0	0.133333	0.2	0.003936	0.003804	0.395062	0.903203	0.947464	EM_DIA
967	Fundo 1	Produto 1	Cedente 5	Sacado 624	3214286	SP	SP	2018-07-27	2018-06-18	2018-07-27	516.14	17.0141105	0.025261864	0.991386	1	0		0		0	0.888292473	0.003296	0.016556	0		0.507734	0	0.333333	0.8	0.000756	0.002234	0.395062	0.295404	0.71557	EM_DIA
968	Fundo 1	Produto 1	Cedente 5	Sacado 2649	3214286	SP	PE	2018-04-20	2018-03-10	2018-04-20	2646.35	129.3532939	0.03553597	1	1	0		0		0	0.001015039	0.000147	0.415011	0		0.32885	0	0.2	0.6	0.001944	0.005961	0.382716	0.284578	0.555238	EM_DIA
969	Fundo 2	Produto 1	Cedente 1	Sacado 943	8035714	CE	CE	2018-06-21	2018-05-27	2018-06-21	277.3	24.90016974	0.108699371	0.192935	0.5	0.8972	0.456298	0		0	0.732428486	0.019931	0.058499	0.666667	0.161228	0.39072	0	0.4	0.6	0.000376	0.000531	0.345679	0.617635	0.976321	EM_DIA
970	Fundo 2	Produto 1	Cedente 1	Sacado 2563	8035714	CE	MA	2018-06-22	2018-05-25	2018-06-20	978.15	44.42548547	0.048739846	0.192935	0.5	0.8972	0.456298	0		0	0.68296136	0.019931	0.058499	0.666667	0.161228	0.39072	0	0.4	0.6	0.000376	0.000531	0.345679	0.617635	0.694743	EM_DIA
971	Fundo 2	Produto 1	Cedente 8	Sacado 654	1785714	RJ	PA	2018-08-28	2018-07-05	2018-08-28	2234.56	85.20354315	0.021007004	0.214547	0.285714	0		0		0	0.232772621	0		0.333333	0.985285	0.503699	0	0.266667	0.8	0.000241	0.000359	0.395062	0.585325	0.976897	EM_DIA
972	Fundo 2	Produto 1	Cedente 1	Sacado 2650	8035714	CE	CE	2018-07-31	2018-06-05	2018-08-02	73.6	4.762081249	0.034157076	0.193916	0.5	0.8972	0.469152	0		0	0.805592648	0.019931	0.064018	0.666667	0.167626	0.39072	0	0.4	0.8	0.000376	0.000531	0.345679	0.617635	0.983405	ATRASO
973	Fundo 1	Produto 1	Cedente 9	Sacado 2651	6964286	SP	PA	2018-01-26	2017-12-18	2018-01-26	35864.96	3269.358992	0.069409842	0.124333	0.666667	0		0		0	0.699743627	0		0		0.474109	0	0.2	0.6	0.014836	0.01331	0.382716	0.972859	0.988373	EM_DIA
974	Fundo 2	Produto 1	Cedente 1	Sacado 2652	8035714	CE	MG	2018-04-18	2018-03-12	2018-04-17	15833.79	869.6844014	0.044307979	0.185805	0.5	0.086498	0.001285	0		0	0.268068805	0.019921	0.141832	0.333333	0.115163	0.301278	0	0.2	0.6	0.040389	0.040948	0.37037	0.860827	0.354974	EM_DIA
975	Fundo 2	Produto 1	Cedente 1	Sacado 2653	8035714	CE	CE	2018-08-19	2018-05-26	2018-08-19	809.9	87.73842069	0.036969289	0.192935	0.5	0.8972	0.456298	0		0	0.333298206	0.019931	0.058499	0.666667	0.161228	0.39072	0	0.4	0.6	0.000376	0.000531	0.345679	0.617635	0.984115	EM_DIA
976	Fundo 1	Produto 1	Cedente 9	Sacado 2654	6964286	SP	PB	2018-02-20	2018-01-27	2018-02-20	578	31.97120488	0.069613483	0.126647	0.5	0		0		0	0.674675745	0.000001	0.010486	0		0.448554	0	0.2	0.4	0.022739	0.020265	0.407407	0.85053	0.257474	EM_DIA
977	Fundo 1	Produto 1	Cedente 9	Sacado 1134	6964286	SP	SP	2018-02-21	2018-01-23	2018-02-23	673.63	17.03956965	0.026178714	0.126647	0.5	0		0		0	0.776318206	0.000001	0.010486	0		0.448554	0	0.2	0.4	0.022739	0.020265	0.407407	0.85053	0.330683	ATRASO
978	Fundo 1	Produto 1	Cedente 9	Sacado 2655	6964286	SP	SP	2018-02-21	2018-01-24	2018-02-19	4400	417.4139838	0.101977718	0.126647	0.5	0		0		0	0.210689538	0.000001	0.010486	0		0.448554	0	0.2	0.4	0.022739	0.020265	0.407407	0.85053	0.716416	EM_DIA
979	Fundo 2	Produto 3	Cedente 1	Sacado 2656	8035714	CE	CE	2018-07-09	2018-05-24	2018-07-09	26.1	2.703223339	0.06638352	0.192935	0.5	0.8972	0.456298	0		0	0.061470182	0.019931	0.058499	0.666667	0.161228	0.39072	0	0.4	0.6	0.000376	0.000531	0.345679	0.617635	0.452759	EM_DIA
980	Fundo 1	Produto 1	Cedente 9	Sacado 2657	6964286	SP	CE	2018-02-19	2018-01-26	2018-02-19	5082.68	406.8037786	0.10102815	0.126647	0.666667	0		0		0	0.6221174	0.000001	0.010486	0		0.448554	0	0.066667	0.2	0.022739	0.020265	0.382716	0.979309	0.410576	EM_DIA
981	Fundo 1	Produto 1	Cedente 9	Sacado 2658	6964286	SP	SP	2018-02-22	2018-01-25	2018-02-24	11460	533.6506976	0.049974354	0.126647	0.666667	0		0		0	0.571573151	0.000001	0.010486	0		0.448554	0	0.066667	0.2	0.022739	0.020265	0.382716	0.979309	0.895937	ATRASO
982	Fundo 2	Produto 1	Cedente 1	Sacado 2659	8035714	CE	CE	2018-05-28	2018-04-07	2018-05-28	229.3	17.82619277	0.045024105	0.186404	0.5	0.178352	0.376607	0.000024	0.706922	0	0.887779074	0.020189	0.15894	1	0.133717	0.422999	0	0.666667	1	0.000201	0.000263	0.395062	0.667824	0.541179	EM_DIA
983	Fundo 2	Produto 1	Cedente 1	Sacado 643	8035714	CE	SP	2018-04-03	2018-02-15	2018-03-28	893.94	62.05188006	0.043767387	0.183401	0.5	0.064357	0.336761	0.000024	0.684831	0	0.752346926	0.019923	0.128587	0.666667	0.101727	0.480834	0	0.4	0.6	0.00055	0.000503	0.382716	0.831953	0.884612	EM_DIA
984	Fundo 1	Produto 1	Cedente 9	Sacado 2660	6964286	SP	BA	2018-03-09	2018-02-09	2018-03-09	6650.42	301.3127858	0.048621041	0.126647	0.5	0.000383	0.140103	0		0	0.207699152	0.000001	0.010486	0		0.448554	0	0.266667	0.6	0.012577	0.012882	0.419753	0.852139	0.87614	EM_DIA
985	Fundo 2	Produto 3	Cedente 3	Sacado 181	0	MG	MG	2018-01-10	2017-12-27	2018-01-10	27405.89	1838.13944	0.149249223	1	1	0		0		0	0.295851788	0.002966	0.014901	0		0.551446	0	0	0	0.01587	0.014711	0.37037	0.941484	0.335396	EM_DIA
986	Fundo 1	Produto 1	Cedente 5	Sacado 645	3214286	SP	SC	2018-09-26	2018-08-22	2018-09-26	22.81	0.54369176	0.020396107	1	1	0		0		0	0.773419799	0.006378	0.033664	0		0.490921	0	0.2	0.6	0.000439	0.001226	0.382716	0.312204	0.985008	EM_DIA
987	Fundo 1	Produto 1	Cedente 5	Sacado 645	3214286	SP	SC	2018-09-24	2018-08-22	2018-09-24	1495.2	75.29281301	0.045675585	1	1	0		0		0	0.744579402	0.006378	0.033664	0		0.490921	0	0.2	0.6	0.000439	0.001226	0.382716	0.312204	0.852681	EM_DIA
988	Fundo 1	Produto 1	Cedente 5	Sacado 2464	3214286	SP	MG	2018-07-13	2018-06-18	2018-07-13	2122.59	105.6450844	0.060019545	0.991386	1	0		0		0	0.594507121	0.003296	0.016556	0		0.507734	0	0.333333	0.8	0.000756	0.002234	0.395062	0.295404	0.428499	EM_DIA
989	Fundo 1	Produto 1	Cedente 5	Sacado 2661	3214286	SP	SP	2018-07-12	2018-06-13	2018-07-12	524.58	32.24679583	0.063657461	1	1	0		0		0	0.744396152	0.002059	0.009382	0		0.405514	0	0.133333	0.4	0.000371	0.001037	0.419753	0.31198	0.827432	EM_DIA
990	Fundo 1	Produto 1	Cedente 5	Sacado 699	3214286	SP	SP	2018-05-02	2018-04-04	2018-05-02	779.64	49.62044352	0.068343462	1	1	0		0		0	0.447518571	0.000166	0.005519	0		0.332213	0	0.066667	0.2	0.000382	0.001162	0.395062	0.286896	0.141089	EM_DIA
991	Fundo 1	Produto 1	Cedente 5	Sacado 831	3214286	SP	SC	2018-08-01	2018-06-12	2018-08-01	1346.32	89.36475678	0.039313277	1	1	0		0		0	0.147268179	0.002059	0.009382	0		0.405514	0	0.133333	0.4	0.000371	0.001037	0.419753	0.31198	0.011022	EM_DIA
992	Fundo 1	Produto 1	Cedente 5	Sacado 2662	3214286	SP	RJ	2018-08-01	2018-06-26	2018-08-01	369.38	29.97065517	0.067171423	1	1	0		0		0	0.296883986	0.007725	0.003311	0		0.405514	0	0.133333	0.4	0.000391	0.00118	0.395062	0.289332	0.013414	EM_DIA
993	Fundo 1	Produto 1	Cedente 5	Sacado 622	3214286	SP	PE	2018-07-30	2018-06-28	2018-07-30	288.58	16.32873314	0.052954627	0.991441	1	0		0		0	0.170125567	0.008366	0.002759	0		0.507734	0	0.466667	0.8	0.000389	0.00117	0.395062	0.290053	0.094178	EM_DIA
994	Fundo 1	Produto 1	Cedente 5	Sacado 2663	3214286	SP	ES	2018-05-03	2018-04-06	2018-05-03	502.92	7.694876532	0.017014829	1	1	0		0		0	0.175859161	0.000166	0.005519	0		0.332213	0	0.066667	0.2	0.000382	0.001162	0.395062	0.286896	0.161265	EM_DIA
995	Fundo 1	Produto 1	Cedente 5	Sacado 832	3214286	SP	PE	2018-05-10	2018-04-12	2018-05-10	443.64	29.51664389	0.071451227	1	1	0		0		0	0.378347082	0.000184	0.001656	0		0.33961	0	0.266667	0.8	0.000369	0.0011	0.407407	0.293043	0.015345	EM_DIA
996	Fundo 1	Produto 1	Cedente 6	Sacado 2664	2678571	SC	RS	2018-09-16	2018-08-19	2018-09-16	359.04	23.13631437	0.069198011	0.113572	0.5	0		0		0	0.716208646	0		0		0.476799	0	0.266667	0.8	0.001699	0.001541	0.395062	0.962201	0.976332	EM_DIA
997	Fundo 1	Produto 1	Cedente 5	Sacado 2665	3214286	SP	SC	2018-08-13	2018-07-23	2018-08-13	355.04	18.21985672	0.074109534	1	1	0		0		0	0.677056171	0.006396	0.011589	0		0.459314	0	0.266667	0.8	0.00155	0.004498	0.395062	0.300733	0.997088	EM_DIA
998	Fundo 1	Produto 1	Cedente 5	Sacado 656	3214286	SP	SP	2018-08-13	2018-06-25	2018-08-14	455.27	35.22093868	0.046678834	1	1	0		0		0	0.631888914	0.007725	0.003311	0		0.405514	0	0.133333	0.4	0.000391	0.00118	0.395062	0.289332	0.96815	ATRASO
